account_id	loyalty_id	invested_date	initial_value	investor_type	current_value
049841	L93225	07OCT1990	50	Individual	62
049872	L153283	08JAN1991	500	Individual	620
049876	L47775	29APR1991	50	Individual	61.5
049891	L104985	11FEB1991	50	Individual	61.5
049898	L31491	10SEP1990	100	Individual	124
049919	L134287	24APR1991	200	Individual	246
049926	L21708	20FEB1991	50	Individual	61.5
049927	L30598	01AUG1990	500	Individual	620
049933	L30883	30APR1991	500	Individual	615
049966	L113246	28APR1991	100	Individual	123
049975	L42096	02AUG1990	1000	Individual	1240
049995	L86347	07DEC1990	100	Individual	124
050003	L127553	22JUL1990	200	Individual	248
050024	L83997	31JUL1990	1000	Individual	1240
050031	L26929	05MAY1991	100	Individual	123
050039	L124231	10SEP1990	500	Individual	620
050041	L110748	26MAR1991	200	Individual	246
050050	L145837	29MAR1991	200	Individual	246
050055	L31820	26SEP1990	100	Individual	124
050103	L170099	28MAR1991	100	Individual	123
050114	L103296	16OCT1990	100	Individual	124
050118	L154075	25JUN1991	200	Individual	246
050123	L154671	20JAN1991	1000	Individual	1240
050128	L30373	14DEC1990	200	Individual	248
050132	L83057	31MAY1991	100	Individual	123
050138	L81899	06AUG1990	200	Individual	248
050139	L130217	12JUN1991	200	Individual	246
050156	L37579	27OCT1990	100	Individual	124
050176	L129618	24OCT1990	200	Individual	248
050188	L100213	22DEC1990	100	Individual	124
050216	L102700	10OCT1990	100	Individual	124
050223	L163704	18OCT1990	500	Individual	620
050231	L51255	22NOV1990	50	Group	62
050252	L162784	12APR1991	50	Individual	61.5
050274	L164267	02NOV1990	100	Individual	124
050276	L91064	23JUL1991	100	Individual	123
050286	L136987	05JAN1991	200	Individual	248
050297	L70173	30JUN1991	100	Individual	123
050303	L34920	28FEB1991	100	Individual	123
050312	L73344	06NOV1990	500	Individual	620
050321	L146919	22OCT1990	500	Individual	620
050323	L71811	13DEC1990	500	Individual	620
050335	L37883	22NOV1990	100	Individual	124
050340	L55097	01DEC1990	100	Individual	124
050348	L101760	07NOV1990	200	Individual	248
050360	L124673	18NOV1990	100	Group	124
050371	L162101	23OCT1990	500	Individual	620
050372	L52361	22APR1991	50	Group	61.5
050380	L125229	03FEB1991	100	Individual	123
050389	L138521	06MAY1991	50	Individual	61.5
050406	L24190	29APR1991	1000	Individual	1230
050431	L121083	05SEP1990	100	Individual	124
050487	L51361	27OCT1990	1000	Individual	1240
050495	L116137	01MAR1991	500	Individual	615
050512	L62954	26APR1991	50	Individual	61.5
050515	L133039	29JUL1991	200	Individual	246
050535	L116964	26OCT1990	50	Individual	62
050539	L113242	24JAN1991	500	Individual	620
050544	L93201	29NOV1990	1000	Individual	1240
050546	L49666	12SEP1990	100	Individual	124
050569	L53986	14OCT1990	50	Individual	62
050572	L57874	12APR1991	200	Individual	246
050583	L49852	21MAY1991	200	Individual	246
050587	L149273	04JAN1991	500	Individual	620
050588	L39187	22NOV1990	50	Individual	62
050595	L102260	17JUL1991	1000	Individual	1230
050605	L117116	21JAN1991	50	Individual	62
050615	L103039	10JUN1991	200	Individual	246
050626	L120875	06NOV1990	100	Individual	124
050628	L147302	01JAN1991	100	Individual	124
050631	L40148	18DEC1990	100	Individual	124
050633	L108255	04OCT1990	500	Individual	620
050641	L108753	19MAR1991	200	Individual	246
050643	L109311	09FEB1991	50	Individual	61.5
050651	L125063	12OCT1990	200	Individual	248
050657	L124898	04SEP1990	100	Individual	124
050667	L46790	05FEB1991	500	Individual	615
050676	L155420	12JAN1991	1000	Individual	1240
050677	L109086	22JAN1991	200	Individual	248
050703	L120877	06JUL1991	100	Individual	123
050704	L43028	01SEP1990	100	Individual	124
050705	L26802	22DEC1990	200	Individual	248
050714	L89844	25NOV1990	100	Individual	124
050736	L107079	04NOV1990	100	Individual	124
050748	L91744	29JAN1991	1000	Group	1240
050756	L107091	14APR1991	1000	Individual	1230
050757	L57198	26JUL1991	100	Individual	123
050760	L161022	16JAN1991	50	Individual	62
050762	L91491	20JUN1991	200	Individual	246
050790	L145059	16FEB1991	500	Individual	615
050825	L165647	21OCT1990	1000	Individual	1240
050826	L102299	09APR1991	200	Individual	246
050834	L74997	15DEC1990	200	Individual	248
050862	L86640	09SEP1990	500	Individual	620
050870	L40029	22NOV1990	200	Individual	248
050871	L43649	11MAR1991	200	Individual	246
050884	L144935	15NOV1990	200	Individual	248
050896	L110052	17JAN1991	50	Individual	62
050900	L108518	05JUL1991	200	Individual	246
050906	L73734	19MAR1991	50	Individual	61.5
050913	L44344	05APR1991	200	Individual	246
050921	L104620	05FEB1991	200	Individual	246
050923	L23696	29MAR1991	1000	Individual	1230
050960	L89432	02APR1991	100	Individual	123
050970	L100906	01AUG1991	1000	Individual	1230
050977	L127442	06OCT1990	100	Individual	124
050980	L156442	06JUL1991	50	Individual	61.5
050982	L91918	25SEP1990	1000	Group	1240
050986	L105968	19JAN1991	500	Individual	620
051001	L119901	13OCT1990	200	Individual	248
051004	L128537	28JUN1991	100	Individual	123
051037	L52913	13OCT1990	200	Individual	248
051044	L43726	23DEC1990	200	Individual	248
051055	L83556	10FEB1991	200	Individual	246
051064	L104842	13JUL1991	50	Individual	61.5
051065	L56075	10MAY1991	200	Individual	246
051070	L115806	23MAY1991	500	Individual	615
051080	L76970	10MAR1991	100	Individual	123
051081	L103051	08FEB1991	50	Individual	61.5
051084	L41208	03JAN1991	200	Individual	248
051140	L128529	13FEB1991	500	Individual	615
051143	L72471	25JAN1991	1000	Individual	1240
051153	L54918	19MAR1991	100	Individual	123
051175	L72585	04OCT1990	50	Individual	62
051204	L168329	16FEB1991	200	Individual	246
051205	L76772	02FEB1991	500	Individual	615
051241	L103707	26FEB1991	1000	Individual	1230
051256	L71370	23FEB1991	100	Individual	123
051276	L59371	29NOV1990	100	Individual	124
051279	L169565	25MAY1991	100	Individual	123
051301	L159223	27SEP1990	200	Individual	248
051311	L80346	19APR1991	50	Individual	61.5
051315	L123560	28MAY1991	200	Individual	246
051318	L47103	06APR1991	500	Individual	615
051328	L160261	23APR1991	1000	Individual	1230
051337	L96738	17NOV1990	200	Group	248
051338	L90863	29JAN1991	100	Individual	124
051348	L70650	23JAN1991	1000	Individual	1240
051378	L138178	14JUN1991	1000	Individual	1230
051394	L69693	26FEB1991	200	Individual	246
051407	L166431	28OCT1990	100	Individual	124
051427	L137213	08DEC1990	200	Individual	248
051433	L48113	11MAR1991	500	Individual	615
051445	L30753	07DEC1990	500	Individual	620
051473	L149937	11OCT1990	200	Individual	248
051496	L71670	23JUL1991	100	Individual	123
051497	L165532	24FEB1991	200	Individual	246
051500	L98532	21SEP1990	1000	Individual	1240
051501	L72474	01JUL1991	500	Individual	615
051502	L97146	14AUG1991	1000	Individual	1230
051504	L24574	02OCT1990	100	Individual	124
051526	L62476	03MAR1991	1000	Individual	1230
051536	L48232	05APR1991	500	Individual	615
051537	L145796	03OCT1990	200	Individual	248
051568	L31021	26APR1991	100	Individual	123
051575	L128677	15MAY1991	100	Individual	123
051582	L52332	11AUG1991	50	Individual	61.5
051586	L25863	15JUN1991	100	Individual	123
051589	L32733	05FEB1991	500	Individual	615
051606	L47882	31MAY1991	100	Individual	123
051608	L99152	08MAR1991	100	Individual	123
051609	L69018	01JUL1991	100	Individual	123
051642	L128445	04AUG1991	100	Individual	123
051649	L60230	15DEC1990	50	Individual	62
051660	L51185	31MAY1991	200	Individual	246
051664	L133407	31JUL1991	200	Individual	246
051668	L169722	15JUL1991	200	Individual	246
051675	L51178	25MAR1991	100	Individual	123
051699	L141936	16DEC1990	500	Individual	620
051710	L152322	06JUN1991	100	Individual	123
051720	L70653	03FEB1991	100	Individual	123
051733	L98419	14SEP1991	100	Individual	123
051735	L145326	03OCT1991	200	Individual	246
051738	L53607	23AUG1991	200	Individual	246
051752	L145536	06OCT1991	200	Individual	246
051759	L26604	12JAN1991	200	Individual	248
051769	L62971	29DEC1990	200	Individual	248
051775	L44187	25MAR1991	100	Group	123
051798	L119199	21AUG1991	100	Individual	123
051811	L126978	13JUL1991	200	Individual	246
051812	L170437	20OCT1990	200	Individual	248
051813	L54238	22DEC1990	200	Individual	248
051819	L55459	09JUN1991	1000	Individual	1230
051833	L44393	16OCT1990	200	Individual	248
051836	L54879	14FEB1991	200	Individual	246
051844	L125925	11JUL1991	500	Individual	615
051851	L128546	15APR1991	50	Individual	61.5
051862	L30730	19JUL1991	100	Individual	123
051896	L36241	21APR1991	500	Individual	615
051921	L127179	01SEP1991	500	Individual	615
051926	L87812	17APR1991	500	Individual	615
051932	L167347	31MAR1991	500	Individual	615
051957	L154051	18FEB1991	100	Individual	123
051958	L87009	28AUG1991	500	Individual	615
051972	L64998	03JUL1991	500	Individual	615
051997	L162134	24APR1991	100	Individual	123
052022	L57828	14JAN1991	200	Individual	248
052023	L21897	19NOV1990	200	Individual	248
052066	L54319	04FEB1991	200	Individual	246
052113	L163587	10SEP1991	500	Individual	615
052115	L138990	04JAN1991	500	Individual	620
052137	L159191	03NOV1990	100	Individual	124
052143	L26456	09MAY1991	100	Individual	123
052155	L152977	05JUL1991	50	Individual	61.5
052165	L118790	15FEB1991	200	Individual	246
052173	L95600	20DEC1990	100	Individual	124
052180	L150187	27JAN1991	50	Individual	62
052217	L72922	22FEB1991	1000	Individual	1230
052220	L113490	01MAY1991	100	Group	123
052223	L163304	08APR1991	500	Individual	615
052226	L164747	21FEB1991	200	Group	246
052237	L49616	13OCT1991	200	Individual	246
052240	L33389	17JAN1991	100	Individual	124
052246	L157704	30SEP1991	200	Individual	246
052252	L48251	04JUL1991	1000	Individual	1230
052255	L56797	27OCT1991	500	Individual	615
052277	L116369	27SEP1991	200	Individual	246
052283	L77399	26DEC1990	200	Individual	248
052301	L55331	20FEB1991	100	Individual	123
052312	L156045	11FEB1991	1000	Individual	1230
052314	L77834	31MAR1991	50	Individual	61.5
052370	L50025	22APR1991	500	Individual	615
052373	L79406	13MAY1991	200	Group	246
052375	L138043	23APR1991	50	Individual	61.5
052377	L59346	07FEB1991	100	Individual	123
052385	L167126	17OCT1991	500	Individual	615
052391	L75240	06APR1991	100	Individual	123
052435	L45947	02JAN1991	50	Individual	62
052440	L162474	20AUG1991	200	Individual	246
052441	L109836	14JUN1991	200	Individual	246
052448	L152645	28JAN1991	100	Individual	124
052456	L99994	22OCT1991	100	Group	123
052464	L168751	27AUG1991	200	Individual	246
052480	L59681	31MAY1991	500	Group	615
052481	L149685	30JUL1991	100	Individual	123
052519	L80862	02FEB1991	500	Individual	615
052526	L148963	14SEP1991	50	Individual	61.5
052527	L168263	02MAY1991	500	Individual	615
052541	L61886	28MAY1991	50	Individual	61.5
052560	L92950	25NOV1990	500	Individual	620
052567	L53436	13OCT1991	100	Individual	123
052574	L89268	30MAR1991	200	Individual	246
052584	L115672	08MAY1991	500	Individual	615
052655	L92139	26AUG1991	200	Individual	246
052659	L126938	01FEB1991	500	Individual	615
052682	L37615	02FEB1991	200	Individual	246
052688	L85822	22JAN1991	200	Individual	248
052689	L36986	29OCT1991	50	Individual	61.5
052706	L160556	15SEP1991	500	Individual	615
052712	L91947	03OCT1991	100	Individual	123
052744	L116280	16FEB1991	1000	Individual	1230
052745	L136525	07AUG1991	50	Individual	61.5
052753	L156858	27MAR1991	100	Individual	123
052755	L86045	25MAY1991	100	Individual	123
052774	L93419	19AUG1991	200	Group	246
052792	L70178	16DEC1990	50	Individual	62
052821	L145976	16AUG1991	200	Individual	246
052834	L24521	25MAY1991	200	Individual	246
052843	L90770	18OCT1991	200	Individual	246
052852	L86121	13MAY1991	50	Individual	61.5
052862	L164851	22APR1991	200	Individual	246
052866	L95384	24MAR1991	50	Individual	61.5
052871	L139457	25MAR1991	200	Group	246
052872	L56234	09JUL1991	50	Individual	61.5
052878	L45412	17FEB1991	500	Individual	615
052883	L116253	20SEP1991	50	Individual	61.5
052887	L65792	29AUG1991	100	Individual	123
052893	L73105	22MAY1991	100	Individual	123
052900	L161653	08AUG1991	200	Individual	246
052903	L145559	21MAY1991	100	Individual	123
052925	L27997	06DEC1990	100	Individual	124
052938	L125148	12NOV1991	200	Group	246
052946	L111137	11FEB1991	200	Individual	246
053000	L55648	02SEP1991	1000	Individual	1230
053006	L36334	05DEC1990	100	Individual	124
053019	L85086	07FEB1991	200	Individual	246
053034	L34471	12OCT1991	200	Individual	246
053035	L106223	21APR1991	50	Individual	61.5
053055	L130927	19JAN1991	1000	Individual	1240
053086	L36273	02JUN1991	200	Individual	246
053092	L48971	21APR1991	500	Individual	615
053114	L74811	04JAN1991	100	Individual	124
053120	L22976	07JUL1991	500	Individual	615
053122	L127163	09OCT1991	200	Group	246
053129	L47782	14SEP1991	1000	Group	1230
053132	L79288	05MAR1991	100	Individual	123
053143	L35395	12APR1991	100	Group	123
053155	L75029	02MAR1991	100	Individual	123
053159	L124617	08MAY1991	200	Individual	246
053172	L48764	20AUG1991	100	Individual	123
053200	L76804	16OCT1991	200	Individual	246
053205	L157828	27JUN1991	200	Individual	246
053215	L143944	28JUN1991	200	Individual	246
053219	L111324	21APR1991	100	Individual	123
053221	L140744	20AUG1991	1000	Individual	1230
053237	L38908	15JUN1991	1000	Individual	1230
053247	L44638	16FEB1991	1000	Individual	1230
053261	L143402	28OCT1991	200	Individual	246
053274	L154426	16NOV1991	100	Individual	123
053296	L31679	03DEC1991	50	Individual	61.5
053297	L119204	06APR1991	500	Individual	615
053313	L139605	12DEC1991	1000	Individual	1230
053342	L98744	22SEP1991	100	Individual	123
053354	L101164	02SEP1991	1000	Individual	1230
053364	L111429	06AUG1991	200	Group	246
053401	L164200	03MAY1991	100	Individual	123
053423	L157216	05SEP1991	200	Individual	246
053443	L101525	29APR1991	100	Individual	123
053461	L50865	15NOV1991	50	Individual	61.5
053464	L117053	20SEP1991	200	Individual	246
053477	L159741	23OCT1991	500	Individual	615
053495	L36911	08DEC1991	500	Individual	615
053511	L145406	10OCT1991	100	Individual	123
053516	L163844	04MAY1991	100	Individual	123
053523	L49919	12NOV1991	200	Individual	246
053549	L35801	16JUN1991	200	Individual	246
053574	L114085	06FEB1991	1000	Individual	1230
053576	L89297	12MAY1991	100	Individual	123
053580	L119618	06JUN1991	100	Individual	123
053581	L153958	06MAR1991	200	Individual	246
053588	L107334	15APR1991	500	Individual	615
053609	L76675	12MAR1991	500	Individual	615
053613	L57168	25JUL1991	50	Individual	61.5
053618	L63286	20MAY1991	200	Individual	246
053624	L161649	29DEC1990	200	Individual	248
053643	L108232	25JUL1991	500	Individual	615
053645	L146014	11AUG1991	100	Individual	123
053648	L145425	25MAR1991	100	Individual	123
053661	L53014	21JUN1991	1000	Group	1230
053663	L162780	30DEC1991	200	Individual	246
053665	L61758	03MAR1991	200	Group	246
053666	L79417	30SEP1991	100	Individual	123
053671	L119773	09MAR1991	1000	Group	1230
053694	L108836	10MAY1991	1000	Individual	1230
053717	L124660	22AUG1991	200	Individual	246
053731	L45784	21OCT1991	500	Individual	615
053774	L56461	26SEP1991	200	Individual	246
053780	L132983	29APR1991	500	Individual	615
053789	L22007	15SEP1991	100	Individual	123
053805	L122858	19APR1991	200	Individual	246
053813	L63448	05SEP1991	1000	Individual	1230
053821	L90994	18MAY1991	500	Individual	615
053828	L155341	23MAY1991	1000	Individual	1230
053834	L85411	13JAN1992	1000	Individual	1230
053835	L96109	13JUN1991	1000	Individual	1230
053836	L64579	08JUL1991	100	Individual	123
053838	L76821	06MAY1991	1000	Individual	1230
053841	L130684	04JUL1991	500	Individual	615
053854	L86561	02OCT1991	100	Individual	123
053863	L117412	31AUG1991	50	Individual	61.5
053875	L74409	29JAN1991	1000	Individual	1240
053896	L85529	13OCT1991	100	Individual	123
053899	L53825	10MAY1991	200	Individual	246
053910	L168603	10MAR1991	100	Individual	123
053913	L119734	01OCT1991	200	Individual	246
053914	L124037	11DEC1991	200	Individual	246
053923	L82352	27DEC1991	100	Individual	123
053924	L163025	14JAN1992	200	Individual	246
053934	L120180	07APR1991	500	Individual	615
053941	L131026	27FEB1991	200	Individual	246
053952	L83236	19MAR1991	1000	Individual	1230
053973	L148709	19DEC1991	200	Individual	246
053975	L167398	13FEB1991	500	Group	615
053986	L37664	11SEP1991	100	Individual	123
053988	L27197	14APR1991	200	Individual	246
054033	L67666	07JUL1991	500	Individual	615
054040	L69177	09AUG1991	50	Individual	61.5
054058	L74200	28JAN1992	1000	Individual	1230
054063	L138301	30AUG1991	100	Individual	123
054070	L166273	02FEB1992	100	Individual	122
054072	L110774	23JUN1991	200	Individual	246
054073	L32370	02MAY1991	100	Individual	123
054088	L32342	17DEC1991	100	Group	123
054089	L94400	16APR1991	500	Individual	615
054091	L62514	07JAN1992	50	Individual	61.5
054095	L48427	25JUN1991	200	Individual	246
054101	L27962	25MAY1991	100	Individual	123
054127	L156306	23OCT1991	200	Individual	246
054130	L150613	29OCT1991	200	Group	246
054147	L154797	28NOV1991	100	Individual	123
054164	L38501	30AUG1991	200	Individual	246
054167	L151017	18MAR1991	50	Individual	61.5
054182	L109648	18OCT1991	50	Individual	61.5
054202	L71632	01AUG1991	50	Group	61.5
054206	L47630	08JUN1991	500	Individual	615
054234	L156197	14JUN1991	500	Individual	615
054246	L161068	21NOV1991	1000	Individual	1230
054254	L127622	12AUG1991	200	Individual	246
054260	L161001	25JUN1991	200	Individual	246
054262	L77928	30MAY1991	100	Individual	123
054287	L87698	11JUL1991	500	Individual	615
054305	L69848	17JUN1991	100	Individual	123
054326	L47526	10FEB1992	100	Individual	122
054329	L46120	02JUN1991	100	Individual	123
054355	L106462	16APR1991	500	Individual	615
054370	L57242	28APR1991	200	Individual	246
054376	L35198	04AUG1991	50	Group	61.5
054387	L64806	09OCT1991	200	Individual	246
054403	L142923	14MAY1991	1000	Group	1230
054411	L27705	28OCT1991	200	Individual	246
054413	L52464	12AUG1991	500	Individual	615
054425	L38875	24NOV1991	500	Individual	615
054450	L22107	17JUL1991	50	Individual	61.5
054453	L28671	28OCT1991	1000	Individual	1230
054456	L76195	07NOV1991	100	Individual	123
054478	L151075	30NOV1991	500	Individual	615
054479	L79873	08NOV1991	200	Individual	246
054491	L29185	13JUL1991	200	Individual	246
054494	L94426	25APR1991	100	Individual	123
054495	L79295	26SEP1991	1000	Individual	1230
054504	L28921	28MAR1991	100	Individual	123
054512	L35075	28AUG1991	100	Individual	123
054525	L154865	07MAY1991	200	Individual	246
054528	L97553	16SEP1991	1000	Individual	1230
054536	L22553	10OCT1991	50	Individual	61.5
054574	L27050	05SEP1991	100	Individual	123
054577	L89954	15JUL1991	100	Individual	123
054597	L124683	29APR1991	500	Individual	615
054608	L52331	10JUL1991	500	Group	615
054612	L26728	07JUL1991	500	Individual	615
054614	L127135	16SEP1991	50	Individual	61.5
054618	L49582	03NOV1991	500	Individual	615
054626	L65596	19SEP1991	200	Individual	246
054628	L53680	27NOV1991	500	Individual	615
054650	L151306	25MAY1991	500	Individual	615
054666	L71460	14MAY1991	500	Individual	615
054690	L86478	04AUG1991	500	Group	615
054692	L66961	23JUL1991	500	Individual	615
054695	L23698	15NOV1991	200	Individual	246
054697	L100099	04MAY1991	1000	Individual	1230
054709	L43019	22JAN1992	500	Individual	615
054710	L76814	20MAR1992	1000	Individual	1220
054712	L62204	02NOV1991	50	Individual	61.5
054713	L143187	06MAY1991	100	Individual	123
054755	L122373	26SEP1991	500	Individual	615
054763	L72171	18APR1991	500	Individual	615
054767	L150275	24MAR1992	200	Individual	244
054770	L118394	22AUG1991	200	Individual	246
054782	L84525	03SEP1991	200	Group	246
054797	L96851	16MAR1992	100	Individual	122
054804	L91182	10MAY1991	500	Individual	615
054814	L92587	24DEC1991	1000	Individual	1230
054819	L79448	17JUN1991	500	Individual	615
054827	L75057	20FEB1992	500	Individual	610
054845	L121059	27OCT1991	500	Individual	615
054847	L97790	28MAY1991	50	Individual	61.5
054851	L134419	29OCT1991	100	Individual	123
054858	L92489	07MAY1992	500	Individual	610
054874	L39284	16NOV1991	100	Individual	123
054877	L110175	17MAR1992	500	Individual	610
054891	L95260	28MAY1991	50	Individual	61.5
054911	L53924	27AUG1991	200	Individual	246
054937	L97258	30JAN1992	100	Individual	123
054945	L46923	28JUL1991	100	Individual	123
054963	L124645	20SEP1991	500	Individual	615
054965	L160475	22JAN1992	1000	Individual	1230
054983	L97763	08JUL1991	200	Individual	246
054987	L67793	15OCT1991	50	Individual	61.5
054990	L111317	14MAR1992	200	Individual	244
054995	L154737	27NOV1991	200	Individual	246
054997	L143630	29JUL1991	500	Individual	615
055003	L129228	05JUN1991	200	Individual	246
055004	L168792	01AUG1991	100	Individual	123
055007	L157038	25SEP1991	1000	Individual	1230
055010	L158046	25AUG1991	500	Individual	615
055017	L70058	21JUL1991	200	Individual	246
055018	L149414	08NOV1991	1000	Individual	1230
055027	L101042	17NOV1991	200	Individual	246
055033	L56825	10APR1992	500	Group	610
055041	L168971	02NOV1991	200	Individual	246
055046	L44077	26FEB1992	500	Individual	610
055050	L82082	31MAR1992	100	Individual	122
055085	L30911	10NOV1991	100	Individual	123
055115	L103812	01MAR1992	100	Individual	122
055118	L82291	03APR1992	50	Individual	61
055145	L136344	10APR1992	200	Individual	244
055148	L142459	09JAN1992	200	Individual	246
055149	L156853	17DEC1991	1000	Individual	1230
055153	L121168	22DEC1991	500	Individual	615
055159	L153824	11NOV1991	50	Individual	61.5
055171	L44976	24NOV1991	200	Group	246
055228	L130794	03APR1992	200	Group	244
055232	L76447	30DEC1991	500	Individual	615
055251	L52767	27JUL1991	500	Group	615
055258	L167551	07NOV1991	200	Individual	246
055276	L77044	02JAN1992	200	Individual	246
055280	L28213	12SEP1991	1000	Individual	1230
055281	L95037	23JUN1991	100	Group	123
055293	L94360	05MAR1992	50	Individual	61
055297	L43277	17AUG1991	50	Individual	61.5
055298	L140862	26NOV1991	200	Individual	246
055304	L86474	07OCT1991	200	Individual	246
055306	L50573	19JAN1992	200	Individual	246
055318	L124309	29MAY1992	500	Individual	610
055348	L81176	17NOV1991	200	Individual	246
055353	L86387	29AUG1991	500	Individual	615
055364	L144572	03SEP1991	100	Individual	123
055373	L139476	10JUN1992	50	Individual	61
055393	L159293	25AUG1991	1000	Individual	1230
055394	L58592	25FEB1992	200	Individual	244
055405	L75183	12AUG1991	200	Individual	246
055410	L169197	19NOV1991	100	Individual	123
055420	L132187	13JAN1992	100	Individual	123
055423	L147134	03JAN1992	500	Individual	615
055426	L72703	20MAY1992	100	Individual	122
055441	L50950	29APR1992	500	Individual	610
055457	L158634	17APR1992	200	Individual	244
055506	L59393	11MAR1992	100	Individual	122
055507	L74267	13AUG1991	200	Individual	246
055513	L155661	04DEC1991	500	Group	615
055514	L54168	09AUG1991	200	Individual	246
055520	L33047	11SEP1991	100	Individual	123
055524	L72862	20MAY1992	500	Individual	610
055533	L99263	17NOV1991	200	Individual	246
055540	L55422	29JUN1992	1000	Individual	1220
055543	L131723	23FEB1992	200	Individual	244
055555	L73193	10JAN1992	200	Individual	246
055570	L56496	15SEP1991	1000	Individual	1230
055575	L152057	16OCT1991	100	Individual	123
055578	L33791	13MAY1992	200	Group	244
055616	L99555	20AUG1991	100	Individual	123
055634	L148019	04JAN1992	1000	Individual	1230
055671	L63660	09JAN1992	1000	Individual	1230
055684	L51455	31DEC1991	1000	Individual	1230
055686	L142470	17DEC1991	100	Individual	123
055693	L76812	28OCT1991	50	Individual	61.5
055700	L21665	09JUN1992	200	Individual	244
055703	L65847	26FEB1992	200	Individual	244
055721	L36780	24MAR1992	100	Individual	122
055727	L103079	31AUG1991	50	Individual	61.5
055733	L28960	21DEC1991	200	Individual	246
055758	L152960	10DEC1991	200	Group	246
055775	L135669	30JUN1992	100	Individual	122
055777	L133484	22JAN1992	100	Individual	123
055782	L101644	07FEB1992	200	Individual	244
055803	L61230	26APR1992	200	Individual	244
055828	L122492	03MAR1992	100	Group	122
055849	L57537	19MAY1992	500	Individual	610
055870	L143656	10MAY1992	100	Individual	122
055895	L157223	30JUL1992	500	Individual	610
055924	L75495	19JUN1992	500	Individual	610
055940	L135494	07AUG1992	200	Individual	244
055945	L32008	09JUN1992	100	Individual	122
055948	L45878	22MAY1992	100	Individual	122
055968	L158245	07APR1992	200	Individual	244
055977	L28829	05APR1992	1000	Individual	1220
055986	L164207	11MAY1992	200	Individual	244
055987	L112216	08SEP1991	500	Individual	615
056002	L135033	19FEB1992	500	Individual	610
056008	L125884	02SEP1992	500	Individual	610
056021	L85320	17MAY1992	100	Individual	122
056046	L143793	30JUL1992	100	Individual	122
056048	L61033	26JUN1992	100	Individual	122
056059	L124584	31MAR1992	100	Individual	122
056064	L55064	10MAY1992	200	Individual	244
056075	L65325	17NOV1991	100	Individual	123
056078	L49737	22DEC1991	100	Individual	123
056089	L74391	21SEP1991	100	Individual	123
056094	L140725	12SEP1992	100	Group	122
056104	L152533	29JAN1992	200	Individual	246
056106	L50696	17MAY1992	100	Individual	122
056117	L108662	15DEC1991	50	Individual	61.5
056121	L117037	29SEP1991	100	Individual	123
056129	L157771	11MAY1992	100	Group	122
056133	L69792	15APR1992	100	Individual	122
056155	L95014	29MAY1992	100	Individual	122
056165	L86112	06SEP1992	500	Individual	610
056170	L29443	19SEP1992	100	Individual	122
056182	L163167	26FEB1992	100	Individual	122
056216	L85955	22SEP1992	500	Individual	610
056219	L52081	05JUN1992	200	Individual	244
056231	L74754	31JAN1992	100	Group	122
056233	L136390	19NOV1991	500	Individual	615
056246	L150499	13OCT1991	100	Individual	123
056247	L34737	03FEB1992	100	Individual	122
056251	L31212	25APR1992	50	Individual	61
056252	L24751	26MAY1992	50	Individual	61
056265	L53000	29JAN1992	100	Individual	123
056268	L66036	17MAR1992	200	Individual	244
056282	L101726	09JAN1992	100	Individual	123
056284	L32446	01MAY1992	50	Individual	61
056297	L133745	19MAR1992	50	Individual	61
056319	L159686	19APR1992	100	Individual	122
056342	L117230	15JUL1992	1000	Individual	1220
056351	L66756	19JUN1992	200	Individual	244
056355	L50547	12JAN1992	200	Individual	246
056368	L74713	20DEC1991	200	Individual	246
056390	L138353	04SEP1992	50	Group	61
056394	L79926	15MAY1992	100	Individual	122
056398	L161257	27JUN1992	500	Individual	610
056399	L54584	07APR1992	100	Individual	122
056409	L53467	28DEC1991	500	Individual	615
056449	L133670	07JAN1992	100	Individual	123
056454	L83289	13DEC1991	500	Group	615
056482	L85102	05JUL1992	100	Group	122
056487	L166762	13MAY1992	200	Individual	244
056502	L135726	29APR1992	100	Individual	122
056504	L115297	08MAY1992	500	Individual	610
056510	L95654	10JAN1992	100	Individual	123
056514	L133406	27NOV1991	100	Individual	123
056519	L66173	23AUG1992	100	Individual	122
056529	L133566	06DEC1991	50	Individual	61.5
056548	L94427	28JAN1992	1000	Individual	1230
056556	L153623	31JUL1992	50	Individual	61
056568	L58857	01DEC1991	100	Individual	123
056572	L66425	26OCT1992	200	Individual	244
056583	L133156	22JUL1992	500	Individual	610
056620	L76113	20NOV1991	200	Individual	246
056625	L51755	21NOV1991	500	Individual	615
056648	L21967	27JUN1992	100	Individual	122
056651	L145532	31MAR1992	200	Individual	244
056662	L144817	30JUL1992	100	Individual	122
056678	L166055	14AUG1992	100	Individual	122
056704	L28400	03JUN1992	200	Individual	244
056711	L138356	15OCT1992	200	Individual	244
056714	L69286	22JUL1992	1000	Individual	1220
056738	L166948	27NOV1991	500	Individual	615
056741	L168916	29FEB1992	100	Individual	122
056750	L66709	17AUG1992	500	Individual	610
056756	L43530	04JAN1992	500	Individual	615
056770	L115647	01OCT1992	500	Individual	610
056790	L73089	20DEC1991	500	Individual	615
056816	L103883	14DEC1991	100	Individual	123
056831	L47309	22DEC1991	100	Individual	123
056837	L137419	11FEB1992	100	Individual	122
056839	L120455	06SEP1992	50	Individual	61
056864	L113796	20DEC1991	100	Individual	123
056889	L34014	11FEB1992	50	Individual	61
